"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1AC-0039","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","On combinatorial testing problems","Louigi Addario‐Berry; Nicolas Broutin; Luc Devroye; Gábor Lugosi","2010","10.1214/10-aos817","https://openalex.org/W2166043450","A1AC-DUP-0038","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","arxiv_0908.3437_source/aos817.tex:151-416 (§1 model), 417-670 (§2 upper bounds, Propositions average and maxtest), 671-948 (§3 lower bounds, Propositions universal, pairs, symmetric and negass)","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Fixed-sample constructive and converse results for specialized Gaussian combinatorial alternatives; risk averages over a finite alternative prior rather than uniformly controlling a continuous composite family."
"A1AC-0040","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","Kernel Mean Embedding of Distributions: A Review and Beyond","Krikamol Muandet; Kenji Fukumizu; Bharath K. Sriperumbudur; Bernhard Schölkopf","2017","10.1561/2200000060","https://openalex.org/W2418306335","A1AC-DUP-0039","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0041","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","Minimax nonparametric hypothesis testing for ellipsoids and Besov bodies","Yuri I. Ingster; Irina A. Suslina","2000","10.1051/ps:2000100","https://openalex.org/W2018629008","A1AC-DUP-0040","FALSE_POSITIVE","ASYMPTOTIC_MINIMAX_SEPARATION_RESULT_NOT_NONASYMPTOTIC_FIXED_SAMPLE","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0042","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","Adaptive minimax testing in the discrete regression scheme","Ghislaine Gayraud; Christophe Pouet","2005","10.1007/s00440-005-0445-4","https://openalex.org/W2007005543","A1AC-DUP-0041","FALSE_POSITIVE","ASYMPTOTIC_ADAPTIVE_MINIMAX_RATE_RESULT_NOT_NONASYMPTOTIC_FIXED_SAMPLE","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0043","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","The geometry of hypothesis testing over convex cones: Generalized likelihood ratio tests and minimax radii","Yuting Wei; Martin J. Wainwright; Adityanand Guntuboyina","2019","10.1214/18-aos1701","https://openalex.org/W2604164964","A1AC-DUP-0042","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","arxiv_1703.06810_source/Full_GLRT.tex:674-810 (fixed Gaussian model and uniform-error/minimax-radius definitions), 1079-1165 (Theorem ThmGLRT), 1668-1738 (Theorem ThmLBGen), 2268-2421 (lower-bound proof)","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Nonasymptotic constructive GLRT and information-theoretic lower bound for nested closed convex cones under Gaussian sequence observations; not a general nonlinear nonconvex-family result."
"A1AC-0044","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","The hardness of conditional independence testing and the generalised covariance measure","Rajen D. Shah; Jonas Peters","2020","10.1214/19-aos1857","https://openalex.org/W2797510035","A1AC-DUP-0043","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0045","PHASE2A1-SEARCH-0003","2026-07-31","OpenAlex","Using Stacking to Average Bayesian Predictive Distributions (with Discussion)","Yuling Yao; Aki Vehtari; Daniel Simpson; Andrew Gelman","2018","10.1214/17-ba1091","https://openalex.org/W2605947465","A1AC-DUP-0044","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0003_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0046","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Hypothesis testing of equality between exponential distributions with matched sets","Kung-Jong Lui","1997","10.1109/24.589952","10.1109/24.589952","A1AC-DUP-0045","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0047","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","The geometry of hypothesis testing over convex cones: Generalized likelihood ratio tests and minimax radii","Yuting Wei; Martin J. Wainwright; Adityanand Guntuboyina","2019","10.1214/18-aos1701","10.1214/18-aos1701","A1AC-DUP-0042","DUPLICATE","DUPLICATE_OF_A1AC-0043","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0048","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Non-Convex Robust Hypothesis Testing Using Sinkhorn Uncertainty Sets","Jie Wang; Rui Gao; Yao Xie","2024","10.1109/isit57864.2024.10619088","10.1109/isit57864.2024.10619088","A1AC-DUP-0046","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0049","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Graphing Sample Distributions for Hypothesis Testing","","2021","10.4135/9781529630213.n2","10.4135/9781529630213.n2","A1AC-DUP-0016","DUPLICATE","DUPLICATE_OF_A1AC-0016","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0050","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Minimax Decentralized Hypothesis Testing","Gökhan Gül","2017","10.1007/978-3-319-49286-5_7","10.1007/978-3-319-49286-5_7","A1AC-DUP-0047","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0051","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Randomizations, Null Distributions, and Hypothesis Testing","Marc W. Cadotte; T. Jonathan Davies","2016","10.23943/princeton/9780691157689.003.0004","10.23943/princeton/9780691157689.003.0004","A1AC-DUP-0048","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0052","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Hypothesis Testing","","2020","10.2307/j.ctvqsdxqd.10","10.2307/j.ctvqsdxqd.10","A1AC-DUP-0049","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0053","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Transforming probability distributions into membership functions of fuzzy classes: A hypothesis test approach","Marco Pota; Massimo Esposito; Giuseppe De Pietro","2013","10.1016/j.fss.2013.03.013","10.1016/j.fss.2013.03.013","A1AC-DUP-0050","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0054","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Hypothesis Testing","John Stillwell","2019","10.23943/princeton/9780691197296.003.0002","10.23943/princeton/9780691197296.003.0002","A1AC-DUP-0051","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0055","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","2. Hypothesis Testing","","2020","10.1515/9780691200316-008","10.1515/9780691200316-008","A1AC-DUP-0052","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0056","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Minimax Hypothesis Testing about the Density Support","Ghislaine Gayraud","2001","10.2307/3318499","10.2307/3318499","A1AC-DUP-0053","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0057","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Sets with convex sections and a minimax theorem","","1985","10.1017/cbo9780511625756.017","10.1017/cbo9780511625756.017","A1AC-DUP-0054","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0058","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","A Minimax Model for Generalized Penetration Distance Between Convex Sets by Directed Hausdorff Distance","Yanfei Wen; Wenxing Zhang","2022","10.1109/lra.2022.3166111","10.1109/lra.2022.3166111","A1AC-DUP-0055","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0059","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","On minimax principles and sets with convex sections","E. Tarafdar","2022","10.5486/pmd.1982.29.3-4.01","10.5486/pmd.1982.29.3-4.01","A1AC-DUP-0056","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0060","PHASE2A1-SEARCH-0004","2026-07-31","Crossref","Testing the hypothesis of a block compound symmetric covariance matrix for elliptically contoured distributions","Carlos A. Coelho; Anuradha Roy","2017","10.1007/s11749-016-0512-4","10.1007/s11749-016-0512-4","A1AC-DUP-0057","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0004_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0061","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Data-Driven Distributionally Robust Optimization Using the Wasserstein Metric: Performance Guarantees and Tractable Reformulations","Peyman Mohajerin Esfahani; Daniel Kühn","2017","10.1007/s10107-017-1172-1","https://openalex.org/W2963450292","A1AC-DUP-0031","DUPLICATE","DUPLICATE_OF_A1AC-0031","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0062","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Bayesian model averaging: a tutorial (with comments by M. Clyde, David Draper and E. I. George, and a rejoinder by the authors","Jennifer A. Hoeting; David Madigan; Adrian E. Raftery; Chris Volinsky","1999","10.1214/ss/1009212519","https://openalex.org/W1603903339","A1AC-DUP-0058","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0063","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Robustness and generalization","Huan Xu; Shie Mannor","2011","10.1007/s10994-011-5268-1","https://openalex.org/W1892947258","A1AC-DUP-0059","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0064","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Frameworks and Results in Distributionally Robust Optimization","Hamed Rahimian; Sanjay Mehrotra","2022","10.5802/ojmo.15","https://openalex.org/W4288066793","A1AC-DUP-0060","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0065","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Data-driven distributionally robust optimization using the Wasserstein metric: performance guarantees and tractable reformulations","Peyman Mohajerin Esfahani; Daniel Kühn","2017","10.1007/s10107-017-1172-1","https://openalex.org/W1712265143","A1AC-DUP-0031","DUPLICATE","DUPLICATE_OF_A1AC-0031","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0066","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","The Synchrosqueezing algorithm for time-varying spectral analysis: Robustness properties and new paleoclimate applications","Gaurav Thakur; Eugene Brevdo; Neven S. Fučkar; Hau‐Tieng Wu","2012","10.1016/j.sigpro.2012.11.029","https://openalex.org/W2081986197","A1AC-DUP-0061","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0067","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Using Stacking to Average Bayesian Predictive Distributions (with Discussion)","Yuling Yao; Aki Vehtari; Daniel Simpson; Andrew Gelman","2018","10.1214/17-ba1091","https://openalex.org/W2605947465","A1AC-DUP-0044","DUPLICATE","DUPLICATE_OF_A1AC-0045","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0068","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Distributionally robust optimization with decision dependent ambiguity sets","Fengqiao Luo; Sanjay Mehrotra","2020","10.1007/s11590-020-01574-3","https://openalex.org/W3015953475","A1AC-DUP-0062","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0069","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Kernel Mean Embedding of Distributions: A Review and Beyond","Krikamol Muandet; Kenji Fukumizu; Bharath K. Sriperumbudur; Bernhard Schölkopf","2017","10.1561/2200000060","https://openalex.org/W2418306335","A1AC-DUP-0039","DUPLICATE","DUPLICATE_OF_A1AC-0040","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0070","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Learning models with uniform performance via distributionally robust optimization","John C. Duchi; Hongseok Namkoong","2021","10.1214/20-aos2004","https://openalex.org/W2896534181","A1AC-DUP-0063","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0071","PHASE2A1-SEARCH-0005","2026-07-31","OpenAlex","Distributionally robust optimization","Daniel Kühn; Soroosh Shafieezadeh-Abadeh; Wolfram Wiesemann","2025","10.1017/s0962492924000084","https://openalex.org/W4411917733","A1AC-DUP-0064","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0005_openalex.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
