search_source,historical_discovery_provenance_state,historical_query_ids,repair_retrieval_provenance_state,repair_query_ids,repair_rerun_date,provenance_notes,date,title,authors,year,doi_or_identifier,duplicate_group,screening_state,original_eligibility_disposition,exclusion_reason,final_paper_id
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Leighty RW, Antoniewicz MR. COMPLETE-MFA: complementary parallel labeling experiments technique for metabolic flux analysis. Metabolic Engineering. 2013;20:49-55.","Leighty RW, Antoniewicz MR","2013","10.1016/j.ymben.2013.08.006","D-P0008","RETAINED","retained","NA","P0008"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Beyß M, Parra-Peña VD, Ramirez-Malule H, Nöh K. Robustifying Experimental Tracer Design for 13C-Metabolic Flux Analysis. Frontiers in Bioengineering and Biotechnology. 2021;9:685323.","Beyß M, Parra-Peña VD, Ramirez-Malule H, Nöh K","2021","10.3389/fbioe.2021.685323","D-P0009","RETAINED","retained","NA","P0009"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Theorell A, Leweke S, Wiechert W, Nöh K. To be certain about the uncertainty: Bayesian statistics for 13C metabolic flux analysis. Metabolic Engineering. 2017;43:141-151.","Theorell A, Leweke S, Wiechert W, Nöh K","2017","10.1016/j.ymben.2017.08.007","D-P0010","RETAINED","retained","NA","P0010"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Au J et al. Parallel labeling experiments validate Clostridium acetobutylicum metabolic network model for 13C metabolic flux analysis. Metabolic Engineering. 2014;26:23-33.","Au J et al","2014","10.1016/j.ymben.2014.08.002","D-P0015","RETAINED","retained","NA","P0015"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Long CP et al. Characterization of physiological responses to 22 gene knockouts through integrated analysis of 13C-metabolic flux data. Metabolic Engineering. 2016;37:102-113.","Long CP et al","2016","10.1016/j.ymben.2016.05.004","D-P0020","RETAINED","retained","NA","P0020"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Atkinson AC, Fedorov VV. The design of experiments for discriminating between two rival models. Biometrika. 1975;62(1):57-70.","Atkinson AC, Fedorov VV","1975","10.1093/biomet/62.1.57","D-P0021","RETAINED","retained","NA","P0021"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Atkinson AC, Fedorov VV. Optimal design: experiments for discriminating between several models. Biometrika. 1975;62(2):289-303.","Atkinson AC, Fedorov VV","1975","10.1093/biomet/62.2.289","D-P0022","RETAINED","retained","NA","P0022"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","López-Fidalgo J, Tommasi C, Trandafir PC. An optimal experimental design criterion for discriminating between non-normal models. JRSS B. 2007;69(2):231-242.","López-Fidalgo J, Tommasi C, Trandafir PC","2007","10.1111/j.1467-9868.2007.00586.x","D-P0023","RETAINED","retained","NA","P0023"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Aletti G, May C, Tommasi C. KL-optimum designs: theoretical properties and practical computation. Statistics and Computing. 2016;26:107-117.","Aletti G, May C, Tommasi C","2016","10.1007/s11222-014-9515-8","D-P0024","RETAINED","retained","NA","P0024"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Chernoff H. Sequential design of experiments. Annals of Mathematical Statistics. 1959;30(3):755-770.","Chernoff H","1959","10.1214/aoms/1177706205","D-P0025","RETAINED","retained","NA","P0025"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Nitinawarat S, Atia GK, Veeravalli VV. Controlled sensing for multihypothesis testing. IEEE TAC. 2013;58(10):2451-2464.","Nitinawarat S, Atia GK, Veeravalli VV","2013","10.1109/TAC.2013.2261188","D-P0026","RETAINED","retained","NA","P0026"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Naghshvar M, Javidi T. Active sequential hypothesis testing. Annals of Statistics. 2013;41(6):2703-2738.","Naghshvar M, Javidi T","2013","10.1214/13-AOS1144","D-P0027","RETAINED","retained","NA","P0027"
"Historical supplementary/citation discovery","HISTORICAL_PROVENANCE_UNRECOVERABLE","","NOT_FOUND_IN_REPAIR_RERUN","","2026-07-30","Original record-level discovery query was not preserved; record was not found in the stored API reruns.","2026-07-30","Deshmukh A, Veeravalli VV, Bhashyam S. Sequential controlled sensing for composite multihypothesis testing. Sequential Analysis. 2021;40(2):259-289.","Deshmukh A, Veeravalli VV, Bhashyam S","2021","10.1080/07474946.2021.1912525","D-P0028","RETAINED","retained","NA","P0028"
"Targeted repair discovery","MANUAL_CITATION_DISCOVERY","","NOT_APPLICABLE","","","Prospective manual discovery during targeted repair; not an original pilot query match.","2026-07-30","Dette H, Melas VB, Shpilev P. Robust T-optimal discriminating designs. Annals of Statistics. 2013;41(3):1693-1715.","Dette H, Melas VB, Shpilev P","2013","10.1214/13-AOS1117","D-P0029","RETAINED","retained","NA","P0029"
