"discovery_id","search_id","source","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"ROOT-D0185","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Conventional methanotrophs are responsible for atmospheric methane oxidation in paddy soils","Yuanfeng Cai; Yan Zheng; Paul L. E. Bodelier; Ralf Conrad; Zhongjun Jia","2016","10.1038/ncomms11728","https://openalex.org/W2412102115","ROOT-10.1038/ncomms11728","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0186","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Hot isopropanol quenching procedure for automated microtiter plate scale 13C-labeling experiments","Jochen Nießer; Moritz‐Fabian Müller; Jannick Kappelmann; Wolfgang Wiechert; Stephan Noack","2022","10.1186/s12934-022-01806-4","https://openalex.org/W4229377822","ROOT-10.1186/s12934-022-01806-4","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0187","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Model estimates of climate controls on pan-Arctic wetland methane emissions","Xiaodong Chen; T. J. Bohn; Dennis P. Lettenmaier","2015","10.5194/bg-12-6259-2015","https://openalex.org/W2097020119","ROOT-10.5194/bg-12-6259-2015","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0188","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Systematic evaluation of parameters for genome-scale metabolic models of cultured mammalian cells","Song‐Min Schinn; Carly Morrison; Wei Wei; Lin Zhang; Nathan E. Lewis","2020","10.1101/2020.06.24.169938","https://openalex.org/W3037433514","ROOT-10.1101/2020.06.24.169938","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0189","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Pathological glutamatergic neurotransmission in Gilles de la Tourette syndrome","Ahmad S. Kanaan; Sarah Gerasch; Isabel García‐García; Leonie Lampe; André Pampel; Alfred Anwander; Jamie Near; Harald E. Möller; Kirsten Müller‐Vahl","2016","10.1093/brain/aww285","https://openalex.org/W2563266693","ROOT-10.1093/brain/aww285","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0190","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","KETCHUP: Parameterizing of large-scale kinetic models using multiple datasets with different reference states","Mengqi Hu; Patrick F. Suthers; Costas D. Maranas","2024","10.1016/j.ymben.2024.02.002","https://openalex.org/W4391605381","ROOT-10.1016/j.ymben.2024.02.002","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0191","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Oxidized phospholipids regulate amino acid metabolism through MTHFD2 to facilitate nucleotide release in endothelial cells","Juliane Hitzel; Eunjee Lee; Yi Zhang; Sofia Iris Bibli; Xiaogang Li; Sven Zukunft; Beatrice Pflüger; Jiong Hu; Christoph Schürmann; Andrea E Vasconez; James A. Oo; Adelheid Kratzer; Sandeep Kumar; Flávia Rezende; Ivana Josipovic; Dominique Thomas; Héctor Giral; Yannick Schreiber; Gerd Geißlinger; Christian Fork; Xia Yang; Fragiska Sigala; Casey E. Romanoski; Jens Krøll; Hanjoong Jo; Ulf Landmesser; Aldons J. Lusis; Dmitry Namgaladze; Ingrid Fleming; Matthias S. Leisegang; Jun Zhu; Ralf P. Brandes","2018","10.1038/s41467-018-04602-0","https://openalex.org/W2807552508","ROOT-10.1038/s41467-018-04602-0","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0192","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Snowball Earth climate dynamics and Cryogenian geology-geobiology","Paul F. Hoffman; Dorian S. Abbot; Yosef Ashkenazy; Douglas I. Benn; Jochen J. Brocks; Phoebe Cohen; Grant M. Cox; Jessica R. Creveling; Yannick Donnadieu; Douglas H. Erwin; Ian J. Fairchild; David Ferreira; Jason Goodman; Galen P. Halverson; Malte Jansen; Guillaume Le Hir; Gordon D. Love; Francis A. Macdonald; Adam C. Maloof; Camille A. Partin; Gilles Ramstein; Brian E. J. Rose; Catherine Rose; Peter M. Sadler; Eli Tziperman; Aiko Voigt; Stephen G. Warren","2017","10.1126/sciadv.1600983","https://openalex.org/W2752695001","ROOT-10.1126/sciadv.1600983","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0193","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","A hybrid inorganic–biological artificial photosynthesis system for energy-efficient food production","Elizabeth Hann; Sean Overa; Marcus Harland‐Dunaway; Andrés F. Narvaez; Dang N. Le; Martha L. Orozco-Cárdenas; Feng Jiao; Robert E. Jinkerson","2022","10.1038/s43016-022-00530-x","https://openalex.org/W4283332473","ROOT-10.1038/s43016-022-00530-x","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0194","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Alteration of Neuronal Excitability and Short-Term Synaptic Plasticity in the Prefrontal Cortex of a Mouse Model of Mental Illness","Gregg W. Crabtree; Ziyi Sun; Mirna Kvajo; Jantine A.C. Broek; Karine Fénelon; Heather McKellar; Lan Xiao; Bin Xu; Sabine Bahn; James M. O’Donnell; Joseph A. Gogos","2017","10.1523/jneurosci.4345-15.2017","https://openalex.org/W2591737845","ROOT-10.1523/jneurosci.4345-15.2017","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0195","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Stable isotope evidence for dietary diversification in the pre-Columbian Amazon","André Carlo Colonese; Rachel Winter; Rafael Brandi; Thiago Fossile; Ricardo Fernandes; Silvia Soncin; Krista McGrath; Matthew von Tersch; Arkley Marques Bandeira","2020","10.1038/s41598-020-73540-z","https://openalex.org/W3092288783","ROOT-10.1038/s41598-020-73540-z","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0196","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Robust Moiety Model Selection Using Mass Spectrometry Measured Isotopologues","Huan Jin; Hunter Moseley","2020","10.3390/metabo10030118","https://openalex.org/W3011550171","ROOT-10.3390/metabo10030118","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0197","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Mitochondrial complex I promotes kidney cancer metastasis","Divya Bezwada; Luigi Perelli; Nicholas P. Lesner; Ling Cai; Bailey Brooks; Zheng Wu; Hieu Vu; Varun Sondhi; Daniel L. Cassidy; Stacy Y. Kasitinon; Sherwin Kelekar; Feng Cai; Arin B. Aurora; McKenzie Patrick; Ashley Leach; Rashed Ghandour; Yuanyuan Zhang; Duyen Do; Phyllis McDaniel; Jessica Sudderth; Dennis Dumesnil; Sara House; Tracy I. Rosales; Alan M. Poole; Yair Lotan; Solomon L. Woldu; Aditya Bagrodia; Xiaosong Meng; Jeffrey A. Cadeddu; Prashant Mishra; Javier García‐Bermúdez; Iván Pedrosa; Payal Kapur; Kevin D. Courtney; Craig R. Malloy; Giannicola Genovese; Vitaly Margulis; Ralph J. DeBerardinis","2024","10.1038/s41586-024-07812-3","https://openalex.org/W4401574108","ROOT-10.1038/s41586-024-07812-3","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0198","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","A seascape dichotomy in the role of small consumers for coral reef energy fluxes","Simon J. Brandl; Helen F. Yan; Jordan M. Casey; Nina M. D. Schiettekatte; Julianna J. Renzi; Alexandre Mercière; Fabien Morat; Isabelle M. Côté; Valériano Parravicini","2025","10.1002/ecy.70065","https://openalex.org/W4408786371","ROOT-10.1002/ecy.70065","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0199","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Progress and challenges in using stable isotopes to trace plant carbon and water relations across scales","Christiane Werner; H. Schnyder; Matthias Cuntz; Claudia Keitel; Matthias Zeeman; Todd E. Dawson; Franz‐W. Badeck; Enrico Brugnoli; Jaleh Ghashghaie; Thorsten E. E. Grams; Zachary Kayler; Michael Lakatos; Xuhui Lee; Cristina Máguas; Jérôme Ogée; K. G. Rascher; Rolf Siegwolf; Stephan Unger; J. M. Welker; Lisa Wingate; Arthur Geßler","2012","10.5194/bg-9-3083-2012","https://openalex.org/W2134113342","ROOT-10.5194/bg-9-3083-2012","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0200","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Moiety modeling framework for deriving moiety abundances from mass spectrometry measured isotopologues","Huan Jin; Hunter Moseley","2019","10.1186/s12859-019-3096-7","https://openalex.org/W2981769115","ROOT-10.1186/s12859-019-3096-7","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0201","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Lower brain glutamate is associated with cognitive deficits in HIV patients: A new mechanism for HIV‐associated neurocognitive disorder","Thomas Ernst; Caroline S. Jiang; Helenna Nakama; Steven D. Buchthal; Linda Chang","2010","10.1002/jmri.22366","https://openalex.org/W1971243166","ROOT-10.1002/jmri.22366","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0202","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Artificial intelligence in metabolomics: a current review","Jinhua Chi; Jingmin Shu; Ming Li; Rekha Mudappathi; Yan Jin; Freeman Lewis; Alexandria Boon; Xiao‐Yan Qin; Li Liu; Haiwei Gu","2024","10.1016/j.trac.2024.117852","https://openalex.org/W4400269321","ROOT-10.1016/j.trac.2024.117852","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0203","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Computational estimation of tricarboxylic acid cycle fluxes using noisy NMR data from cardiac biopsies","Hannes Hettling; David J. C. Alders; Jaap Heringa; Thomas W. Binsl; A. B. J. Groeneveld; Hans van Beek","2013","10.1186/1752-0509-7-82","https://openalex.org/W2015083989","ROOT-10.1186/1752-0509-7-82","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0204","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Nonalcoholic Fatty Liver Disease: Pathogenesis and Therapeutics from a Mitochondria-Centric Perspective","Aaron M. Gusdon; Kexiu Song; Shen Qu","2014","10.1155/2014/637027","https://openalex.org/W1993016112","ROOT-10.1155/2014/637027","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0205","PHASE2-SEARCH-0038","OpenAlex","2026-07-31","Sample-efficient reinforcement learning and its applications","Hua Zheng","2024","10.17760/d20659779","https://openalex.org/W4396884888","ROOT-10.17760/d20659779","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0206","PHASE2-SEARCH-0015","Publisher/DOI routing","2026-07-31","Reversible jump MCMC for multi-model inference in Metabolic Flux Analysis","Theorell A; Nöh K","2020","10.1093/bioinformatics/btz500","10.1093/bioinformatics/btz500","ROOT-10.1093/bioinformatics/btz500","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","P0031","Prospective supplementary discovery routed to complete primary text."
"ROOT-D0207","PHASE2-SEARCH-0016","arXiv","2026-07-31","Trans-dimensional Bayesian model averaging for 13C-based metabolic flux analysis: Evidence-based flux inference under structural model uncertainty","Jadebeck JF; Stratmann A; Beyß M; Nöh K","2026","arXiv:2605.25079","arXiv:2605.25079","ROOT-arxiv:2605.25079","FULL_TEXT_INCLUDED","NA","LEVEL_1_LOAD_BEARING","P0032","Prospective supplementary discovery routed to complete primary text."
"ROOT-D0208","PHASE2-SEARCH-0037","PubMed","2026-07-31","Parallel labeling experiments with [U-13C]glucose validate E. coli metabolic network model for 13C metabolic flux analysis","Leighty RW; Antoniewicz MR","2012","10.1016/j.ymben.2012.06.003","10.1016/j.ymben.2012.06.003","ROOT-10.1016/j.ymben.2012.06.003","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","P0033","Prospective supplementary discovery routed to complete primary text."
"ROOT-D0209","PHASE2-SEARCH-0040","PMC","2026-07-31","MetAMDB: Metabolic Atom Mapping Database","Starke C; Wegner A","2022","10.3390/metabo12020122","10.3390/metabo12020122","ROOT-10.3390/metabo12020122","FULL_TEXT_INCLUDED","NA","LEVEL_1_LOAD_BEARING","P0034","Prospective supplementary discovery routed to complete primary text."
"ROOT-D0210","PHASE2-SEARCH-0039","PMC","2026-07-31","Assessing and Resolving Model Misspecifications in Metabolic Flux Analysis","Gunawan R; Hutter S; Feng X","2017","10.3390/bioengineering4020048","10.3390/bioengineering4020048","ROOT-10.3390/bioengineering4020048","FULL_TEXT_INCLUDED","NA","LEVEL_1_LOAD_BEARING","P0035","Prospective supplementary discovery routed to complete primary text."
